id,title,image,thumb
284,おこづかい管理アプリ,https://procon.pcn.club/thumb-284,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/284.png
285,おしゃべり,https://procon.pcn.club/thumb-285,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/285.png
286,漫才ショーをしまショー,https://procon.pcn.club/thumb-286,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/286.png
287,ファミレスシュミレーションゲーム,https://procon.pcn.club/thumb-287,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/287.png
288,水の見はり番　スイちゃん,https://procon.pcn.club/thumb-288,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/288.png
289,SUIREN,https://procon.pcn.club/thumb-289,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/289.png
290,人を癒すロボット,https://procon.pcn.club/thumb-290,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/290.png
291,小さい子供でも怖がらずに体温測定＆管理できるシステム,https://procon.pcn.club/thumb-291,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/291.png
292,筆跡鑑定アプリ,https://procon.pcn.club/thumb-292,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/292.png
293,ヌスット & スモーキィ,https://procon.pcn.club/thumb-293,https://pcn-club.github.io/pcn_kids_procon/procon2022/thumb/293.png
